序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,000737,北方铜业,-10.01220989227295,14.74,2139939792,28072957702.9,28075520207.68,10.055522918701172,7.6037445068359375,3997488,145609,3615612000,1,44,工业金属,2026-09-11
2,002162,悦心健康,-10.0217866897583,4.13,376718320,3792668294.73,3798364964.7999997,356.2522277832031,9.746857643127441,10271723,142748,79015545,1,9,家居用品,2026-09-11
3,002403,爱仕达,-10.0,10.53,491001904,3129110110.62,3586924205.2799997,-19.19902801513672,15.264179229736328,10577385,144200,616709457,1,6,小家电,2026-09-11
4,603123,翠微股份,-10.026155471801758,10.32,714298880,6731487793.68,8242962455.04,-57.21085739135742,10.415457725524902,14985001,150000,131830775,1,7,多元金融,2026-09-11
5,000017,深中华A,-9.963985443115234,7.5,559686688,3306164632.5,5168886960.0,244.20787048339844,16.762531280517578,18847845,140106,1198775925,2,17,饰品,2026-09-11
6,000428,华天酒店,-10.077519416809082,4.64,436431744,4727816640.0,4727816640.0,-20.88882827758789,8.942893981933594,20140518,142851,65719195,1,6,酒店餐饮,2026-09-11
7,002059,云南旅游,-9.984151840209961,5.68,839329120,5625433637.28,5750629754.88,-20.63249397277832,14.550444602966309,24484094,143030,179570438,1,5,旅游及景,2026-09-11
8,600479,千金药业,-9.992132186889648,11.44,791033392,4787721418.48,5630882583.04,15.56814956665039,16.118009567260742,27538596,142934,73204560,2,0,中药Ⅱ,2026-09-11
9,600318,新力金融,-10.012360572814941,7.28,815580016,3732657160.96,3732657160.96,60.887847900390625,21.288894653320312,29405150,144146,41362958,1,0,多元金融,2026-09-11
10,002040,南 京 港,-10.038986206054688,9.23,465556352,4486476357.35,4486476311.2,22.078472137451172,10.041985511779785,31273529,103109,85902224,1,1,航运港口,2026-09-11
11,002702,海欣食品,-9.966776847839355,5.42,410023424,2486391125.0,3012219200.0,-102.45862579345703,16.293251037597656,34363884,110254,214965871,1,19,食品加工,2026-09-11
12,601949,中国出版,-9.928057670593262,6.26,819941888,11918840018.039999,11918839980.48,386.2053527832031,6.831447601318359,38302705,140043,3621287290,1,8,出版,2026-09-11
13,603366,日出东方,-10.024154663085938,7.45,485572656,6057208352.45,6057208315.2,82.64424896240234,7.797473430633545,46273611,102314,79821535,1,0,厨卫电器,2026-09-11
14,002855,捷荣技术,-10.006670951843262,13.49,267306087,3321605359.68,3324201510.18,-42.79167175292969,8.010040283203125,49283017,104827,152591716,3,21,消费电子,2026-09-11
15,600865,百大集团,-9.96587085723877,13.19,913657584,4962609768.04,4962609820.8,218.04750061035156,17.19447135925293,57984559,133124,1845476212,1,0,一般零售,2026-09-11
16,002661,克明食品,-10.0,8.64,102941440,2664726344.6400003,2798032343.04,-30.133596420288086,3.8131442070007324,68483543,093139,44241120,1,0,食品加工,2026-09-11
17,600540,新赛股份,-10.060976028442383,5.9,749963472,3430124064.0,3430124064.0,13.708526611328125,21.42319107055664,83331010,131454,1061992330,1,4,种植业,2026-09-11
18,000523,红棉股份,-10.089685440063477,4.01,1482227184,7197220396.54,7360228540.639999,48.37020492553711,19.856901168823242,90965165,131454,1049841583,1,3,综合Ⅱ,2026-09-11
19,002909,集泰股份,-9.975961685180664,7.49,273509728,2849401098.67,2921100000.0,-106.86676788330078,9.450555801391602,113293253,094427,213370555,1,7,化学制品,2026-09-11
20,600108,亚盛集团,-9.90476131439209,4.73,2086626208,9208908522.33,9208908517.6,184.7786102294922,21.56209373474121,115720741,132158,3171776704,1,2,种植业,2026-09-11
21,002295,精艺股份,-9.983766555786133,11.09,38276026,2777234598.25,2779331440.0,351.5185241699219,1.378206491470337,152531227,092500,361528455,1,0,工业金属,2026-09-11
