序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603102,百合股份,-9.993202209472656,39.72,284086912,2542080000.0,2542080000.0,20.476640701293945,10.774999618530273,4202376,150000,47771244,1,13,食品加工,2026-08-21
2,603382,海阳科技,-10.0,20.34,159601048,2348982921.24,3686652825.12,28.50640106201172,6.663069725036621,10369332,134804,23749085,1,2,化学纤维,2026-08-21
3,600371,万向德农,-10.0,7.74,231340606,2264553720.0,2264553720.0,82.03948211669922,10.143441200256348,15466648,142048,85185647,1,24,种植业,2026-08-21
4,000523,红棉股份,-9.915014266967773,3.18,477337488,4214009289.7200003,5836789715.52,30.734987258911133,10.930460929870605,20627388,141209,36870510,1,0,综合Ⅱ,2026-08-21
5,000505,京粮控股,-10.013350486755371,6.74,425335840,4262243464.6400003,4899644725.440001,150.5177459716797,9.81105899810791,53211248,131515,448469712,1,4,农产品加,2026-08-21
6,603395,红四方,-9.986945152282715,27.58,272837712,1792700000.0,7170800000.0,86.26715087890625,15.02532958984375,67675859,094653,88953217,1,5,农化制品,2026-08-21
7,002900,哈三联,-10.0,13.77,262288328,2218655448.0,4356202070.88,-154.32740783691406,11.814186096191406,101487516,093024,912317580,1,1,化学制药,2026-08-21
8,003032,传智教育,-9.958159446716309,10.76,514787968,3061022102.08,4330335143.04,742.5413818359375,16.371641159057617,128658525,101339,676144410,2,2,教育,2026-08-21
9,601011,宝泰隆,-10.0,2.88,182243574,5517113872.32,5517113886.72,-23.418346405029297,3.3029322624206543,135997289,093122,4392188640,1,1,焦炭Ⅱ,2026-08-21
10,605179,一鸣食品,-9.985734939575195,31.55,609121008,12651550000.0,12651550000.0,199.98321533203125,4.766757965087891,136304960,110756,2683166595,1,11,饮料乳品,2026-08-21
11,603538,美诺华,-10.00631332397461,28.51,1236127840,9605587803.01,9691352753.92,76.08324432373047,12.809428215026855,150310108,104304,814146452,1,13,化学制药,2026-08-21
12,600272,开开实业,-9.983633041381836,16.5,240174145,2640000000.0,4333757092.5,60.031402587890625,9.089062690734863,208507612,094155,2817109350,1,1,医药商业,2026-08-21
13,603823,百合花,-10.0011568069458,77.75,802521776,32372588986.0,32372589608.0,188.48245239257812,2.3522045612335205,383931832,093840,205718725,1,1,化学制品,2026-08-21
