序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603126,中材节能,-9.989909172058105,8.92,677814608,5445660000.0,5445660000.0,127.37663269042969,12.009712219238281,331824,145209,36950208,1,0,环保设备,2026-05-14
2,000510,新金路,-9.993979454040527,14.95,1172136224,9068825360.4,9695726580.8,-47.714168548583984,12.504292488098145,6622850,144642,159088930,1,17,化学原料,2026-05-14
3,603090,宏盛股份,-10.0,62.1,684725584,6210000000.0,6210000000.0,90.07554626464844,10.566300392150879,6886890,144703,43631460,1,7,通用设备,2026-05-14
4,600539,狮头股份,-9.972602844238281,16.43,567628032,3778900000.0,3778900000.0,1795.141357421875,14.654993057250977,6894028,143946,173655238,1,14,互联网电,2026-05-14
5,600982,宁波能源,-9.945504188537598,6.61,1352919024,7387517675.85,7387517695.68,25.46784782409668,17.19365882873535,9817172,144418,59131738,1,2,电力,2026-05-14
6,001215,千味央厨,-10.002252578735352,39.95,370524304,3871220597.9,3881559817.7000003,42.93205642700195,9.269295692443848,12440430,132812,89096490,1,3,食品加工,2026-05-14
7,605365,立达信,-9.982486724853516,25.7,356751392,12901730913.199999,12901731016.0,162.2438507080078,2.631669044494629,18732730,135247,15116740,1,0,照明设备,2026-05-14
8,605060,联德股份,-10.006082534790039,59.18,748289104,14140492872.0,14238234560.0,57.091949462890625,5.127511501312256,22174746,135353,68240458,1,6,通用设备,2026-05-14
9,603045,福达合金,-9.998703002929688,69.4,1583382432,9399893757.0,9399893757.0,12.978667259216309,16.60453987121582,32485307,142842,764896741,1,16,金属新材,2026-05-14
10,002805,丰元股份,-10.0,24.57,977849792,6850492363.26,6881135919.84,22.360504150390625,14.037574768066406,36071315,102857,149988054,1,4,电池,2026-05-14
11,600719,大连热电,-9.972298622131348,9.75,911575648,3944846100.0,3944846100.0,10.397226333618164,22.26043701171875,48379500,130427,109981949,1,5,电力,2026-05-14
12,002560,通达股份,-10.0,11.61,2195373568,7353171208.799999,8536504204.799999,73.82584381103516,28.811878204345703,115977781,110324,192960067,1,0,电网设备,2026-05-14
13,300363,博腾股份,-20.01943588256836,16.46,528854096,8211176097.1,8945058216.960001,80.25325775146484,6.33135986328125,120938138,094933,985883317,1,3,医疗服务,2026-05-14
14,600118,中国卫星,-10.0,100.8,8356545280,119194904808.0,119194904908.8,-698.0220336914062,6.74293327331543,123900336,144818,395908732,1,0,航天装备,2026-05-14
15,002580,圣阳股份,-10.0,31.32,3878570720,14167251216.0,14215176829.44,58.310237884521484,25.5107479095459,178362388,144406,192829627,1,1,电池,2026-05-14
16,000925,众合科技,-9.966216087341309,10.66,1655185280,7176784323.28,7210102664.96,-54.301334381103516,22.55247688293457,207524210,102136,295188659,1,2,轨交设备,2026-05-14
17,000066,中国长城,-10.0039701461792,22.67,12233908224,73123214827.46,73128865324.96,-218.642333984375,16.24593734741211,583027694,132551,2773763290,1,24,计算机设,2026-05-14
