序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,动态市盈率,换手率,封单资金,最后封板时间,板上成交额,连续跌停,开板次数,所属行业,date
1,603767,中马传动,-9.97885799407959,21.29,444529888,6570764635.0,6570764720.16,270.60931396484375,6.646664619445801,53225,145027,25613999,1,1,汽车零部,2026-05-27
2,001366,播恩集团,-9.994626998901367,16.75,218842129,2691390000.0,2691390000.0,73.54166412353516,8.113081932067871,3626375,144912,159808467,1,19,饲料,2026-05-27
3,603223,恒通股份,-10.017271041870117,10.42,379581568,7354667251.06,7354667240.64,19.73599624633789,4.901477336883545,7827337,143043,38199542,1,13,炼化及贸,2026-05-27
4,600078,澄星股份,-10.0,12.96,641440896,8586944278.56,8771494717.44,79.4998779296875,7.216670513153076,10296720,145349,42830208,1,5,农化制品,2026-05-27
5,002952,亚世光电,-9.993792533874512,29.0,539444176,3817705928.0,4765860000.0,133.40782165527344,13.349802017211914,11582600,144618,33167300,1,0,光学光电,2026-05-27
6,603278,大业股份,-9.971712112426758,12.73,583359520,4350597060.16,4350597060.16,-44.289703369140625,13.084918975830078,11772704,144441,93468752,1,2,通用设备,2026-05-27
7,603667,五洲新春,-9.997693061828613,78.05,3913466992,28582126198.5,29905007356.0,242.73541259765625,13.23536491394043,18464054,144710,187148289,1,0,通用设备,2026-05-27
8,600783,鲁信创投,-10.00837516784668,21.49,772801072,15996281228.06,15996281271.039999,-257.23492431640625,4.620604991912842,19249001,143755,97749414,1,6,通用设备,2026-05-27
9,600481,双良节能,-9.956075668334961,6.15,1504260272,12694716606.300001,12694716643.2,-8.045527458190918,11.267718315124512,21278926,144510,100243566,1,0,光伏设备,2026-05-27
10,002031,巨轮智能,-9.972677230834961,6.59,1947817856,12610759595.84,14494017425.76,-101.09209442138672,14.961528778076172,22558828,144412,175061543,1,9,专用设备,2026-05-27
11,002798,帝欧水华,-10.0,7.47,216839948,3618206056.98,4146749866.08,-70.89008331298828,5.706086158752441,25842868,104054,40521276,1,1,家居用品,2026-05-27
12,000417,合百集团,-9.978541374206543,8.39,1484057648,6536040313.89,6543228505.120001,25.445898056030273,22.173139572143555,33011998,142921,882198257,2,35,一般零售,2026-05-27
13,603226,菲林格尔,-9.993036270141602,51.7,600316768,18378924509.0,18378924819.2,-321.3403015136719,3.0818426609039307,38278163,112618,79540450,1,2,家居用品,2026-05-27
14,603119,浙江荣泰,-10.0,73.98,2370070944,19607548303.98,34982180432.64,121.8171615600586,11.720487594604492,39528623,144333,164845903,1,5,汽车零部,2026-05-27
15,603316,诚邦股份,-10.008627891540527,20.86,1231910912,5512547040.0,5512547040.0,58.66252517700195,21.594724655151367,40545582,133143,3180152892,2,11,基础建设,2026-05-27
16,001225,和泰机电,-10.0,56.97,121642992,1198578897.81,3752431596.0,139.96873474121094,10.036231994628906,45103149,093833,59338128,1,3,专用设备,2026-05-27
17,002931,锋龙股份,-10.0,59.94,1448176336,12063136468.32,13097241008.64,988.2218017578125,11.345645904541016,58563597,130100,93626280,1,4,通用设备,2026-05-27
18,603661,恒林股份,-10.00800609588623,33.72,166037600,4689340285.32,4689340285.32,19.876468658447266,3.434530735015869,78716642,093510,3154024748,1,0,家居用品,2026-05-27
19,605303,园林股份,-10.00645637512207,27.88,93490695,4495298935.04,4495298935.04,-97.03494262695312,2.0735387802124023,89840512,093224,986929696,2,0,基础建设,2026-05-27
20,002535,林州重机,-9.933774948120117,2.72,8401808,2029931947.2,2180577955.84,103.49951934814453,0.4138960540294647,107194879,092500,54503360,1,0,专用设备,2026-05-27
21,600186,莲花控股,-10.00758171081543,11.87,2588813008,21237071514.17,21280116276.8,37.07802963256836,11.746325492858887,352456230,100521,354927552,1,1,调味发酵,2026-05-27
22,002297,博云新材,-9.992401123046875,23.69,236783919,13576853162.11,13576853091.04,25.65406036376953,1.7440265417099,1090677057,092500,2393985843,2,0,航空装备,2026-05-27
